id,title,authors,rating,readOnDate,queuedOnDate,wishedOnDate,isbn10,isbn13,cover,subtitle,description,pageCount,publishedDate,publisher,sourceUrl,createdAt
"pqx0e6w44j67lf61f4dgsfvo","The Craft","John Dickie","","","","2022-05-14","1473658225","9781473658226","https://m.media-amazon.com/images/I/91RZvE2XjnL.jpg","How the Freemasons Made the Modern World",,496,"2021-05-13","Hodder & Stoughton","https://www.amazon.co.uk/Craft-Freemasons-Made-Modern-World/dp/1473658225/ref=sr_1_1?crid=2ACU4G797TYS&keywords=the+craft+how+the+freemasons+made+the+modern+world&qid=1691885677&s=books&sprefix=The+Craft%3A+How+the+Freemasons%2Cstripbooks%2C53&sr=1-1","2023-08-13 19:37:45"
"ry3najch5fbes7fsvhvt9mt6","How the World Really Works","Vaclav Smil","","","","2022-10-11","0241989671","9780241989678","https://m.media-amazon.com/images/I/71f0iM7qmjL.jpg","The Science Behind How We Got Here and Where We're Going","We have never had so much information at our fingertips and yet most of us don't know how the world really works. This book explains seven of the most fundamental realities governing our survival and prosperity. From energy and food production, through our material world and its globalization, to risks, our environment and its future, How the World Really Works offers a much-needed reality check - because before we can tackle problems effectively, we must understand the facts. In this ambitious and thought-provoking book we see, for example, that globalization isn't inevitable and that our societies have been steadily increasing their dependence on fossil fuels, making their complete and rapid elimination unlikely. Vaclav Smil is neither a pessimist nor an optimist, he is a scientist; he is the world-leading expert on energy and an astonishing polymath. This is his magnum opus and is a continuation of his quest to make facts matter. Drawing on the latest science, including his own fascinating research, and tackling sources of misinformation head on - from Yuval Noah Harari to Noam Chomsky - ultimately Smil answers the most profound question of our age- are we irrevocably doomed or is a brighter utopia ahead?",336,"2022-10-06","Penguin","https://www.amazon.co.uk/How-World-Really-Works-Scientists/dp/B001XIIE24/ref=sr_1_1?crid=182CTHR9SPY7Z&keywords=how+the+world+really+works&qid=1691885723&s=books&sprefix=How+the+World+Really+Works%2Cstripbooks%2C59&sr=1-1","2023-08-13 19:37:50"
"qdmn2moycwmcr3gc2hgguxn2","The Story of Art Without Men","Katy Hessel","","","","2023-02-20","1529151147","9781529151145","https://m.media-amazon.com/images/I/81VZLkEkt8L.jpg",,"'Katy Hessel is a brilliant chronicler of the overlooked. I am so thrilled this book exists as an empowering, enlightening guide to the unforgettable vision of these brilliant artists. Essential reading.' ELIZABETH DAY 'It's a long way before the balance is truly redressed but this is a good start.' TRACEY EMIN 'I was not aware how hungry I was for this book until I dropped everything and ate it from cover to cover. I was not aware how angry I was that this book did not exist until it existed. It's an urgently needed, un-put-downable, joyful, insightful, glorious, perspective-shifting revision of the Story of Art.' ES DEVLIN __________________________________ How many women artists do you know? Who makes art history? Did women even work as artists before the twentieth century? And what is the Baroque anyway? Discover the glittering Sofonisba Anguissola of the Renaissance, the radical work of Harriet Powers in the nineteenth-century USA and the artist who really invented the Readymade. Explore the Dutch Golden Age, the astonishing work of post-War artists in Latin America and the women artists defining art in the 2020s. Have your sense of art history overturned, and your eyes opened to many art forms often overlooked or dismissed. From the Cornish coast to Manhattan, Nigeria to Japan, this is the story of art for our times - one with women at its heart, brought together for the first time by the creator of @thegreatwomenartists.",512,"2022-09-08","Hutchinson Heinemann","https://www.amazon.co.uk/Story-Art-without-Men/dp/1529151147/ref=tmm_hrd_swatch_0?_encoding=UTF8&qid=1691885766&sr=1-1","2023-08-13 19:37:56"
"qzqyealyils9n66bk0lust1v","The Story of Russia","Orlando Figes","","","","2022-04-11","152663175X","9781526631756","https://m.media-amazon.com/images/I/719TaCqFHWL.jpg",,"A 2022 BOOK OF THE YEAR FOR: Sunday Times * Irish Times * Spectator * Financial Times * Telegraph * Aspects of History'The history book you need if you want to understand modern Russia' ANNE APPLEBAUM'A magnificent, magisterial thousand year history of Russia . . . by one of the masters of Russian scholarship' SIMON SEBAG MONTEFIORE'A great historian at the peak of his powers' WILLIAM DALRYMPLE'[An] excellent short study' MAX HASTINGS, SUNDAY TIMES'If you really want to understand Putin's Russia today, anchored in its past of myths, then you simply have to read Figes's superb account' ANTONY BEEVOR'A lucid chronological journey that ably illustrates how narratives from the nation's past have been used to shape its autocratic present' OBSERVER'A valuable, instructive overview' INDEPENDENT -------------------------From the great storyteller of Russia, a spellbinding account of the stories that have shaped the country's past - and how they can inform its present.No other country has been so divided over its own past as Russia. None has changed its story so often. How the Russians came to tell their story, and to reinvent it as they went along, is a vital aspect of their history, their culture and beliefs. To understand what Russia's future holds - to grasp what Putin's regime means for Russia and the world - we need to unravel the ideas and meanings of that history.In The Story of Russia, Orlando Figes brings into sharp relief the vibrant characters that comprise Russia's rich history, and whose stories remain so important in making sense of the world's largest nation today - from the crowning of sixteen-year-old Ivan the Terrible in a candlelit cathedral, to Catherine the Great, riding out in a green uniform to arrest her husband at his palace, to the bitter last days of the Romanovs. Beautifully written and based on a lifetime of scholarship, The Story of Russia is a major and definitive work from the great storyteller of Russian history: sweeping, suspenseful, masterful.-------------------------PRAISE FOR ORLANDO FIGES'An outstanding historian and writer, he brings distant history so close that you could feel its heartbeat'KARL OVE KNAUSGAARD'Figes knows more about Russia than any other historian'MAX HASTINGS, SUNDAY TIMES",368,"2023-08-03","Bloomsbury Publishing","https://www.amazon.co.uk/Story-Russia-excellent-short-study/dp/152663175X/ref=sr_1_1?crid=S2ZD34WSM9KG&keywords=the+story+of+russia&qid=1691885806&s=books&sprefix=The+Story+of+Russia%2Cstripbooks%2C57&sr=1-1","2023-08-13 19:38:02"
"i2hrnckn7szier6jfnzq6qpj","Best. Movie. Year. Ever.","Brian Raftery","","","","2022-07-29","1501175394","9781501175398","https://m.media-amazon.com/images/I/816BubX29-L.jpg","How 1999 Blew Up the Big Screen","From a veteran culture writer and modern movie expert, a celebration and analysis of the movies of 1999—“a terrifically fun snapshot of American film culture on the brink of the Millennium….An absolute must for any movie-lover or pop-culture nut” (Gillian Flynn). In 1999, Hollywood as we know it exploded: Fight Club. The Matrix. Office Space. Election. The Blair Witch Project. The Sixth Sense. Being John Malkovich. Star Wars: The Phantom Menace. American Beauty. The Virgin Suicides. Boys Don’t Cry. The Best Man. Three Kings. Magnolia. Those are just some of the landmark titles released in a dizzying movie year, one in which a group of daring filmmakers and performers pushed cinema to new limits—and took audiences along for the ride. Freed from the restraints of budget, technology, or even taste, they produced a slew of classics that took on every topic imaginable, from sex to violence to the end of the world. The result was a highly unruly, deeply influential set of films that would not only change filmmaking, but also give us our first glimpse of the coming twenty-first century. It was a watershed moment that also produced The Sopranos; Apple’s AirPort; Wi-Fi; and Netflix’s unlimited DVD rentals. “A spirited celebration of the year’s movies” (Kirkus Reviews), Best. Movie. Year. Ever. is the story of not just how these movies were made, but how they re-made our own vision of the world. It features more than 130 new and exclusive interviews with such directors and actors as Reese Witherspoon, Edward Norton, Steven Soderbergh, Sofia Coppola, David Fincher, Nia Long, Matthew Broderick, Taye Diggs, M. Night Shyamalan, David O. Russell, James Van Der Beek, Kirsten Dunst, the Blair Witch kids, the Office Space dudes, the guy who played Jar-Jar Binks, and dozens more. It’s “the complete portrait of what it was like to spend a year inside a movie theater at the best possible moment in time” (Chuck Klosterman).",416,"2020-03-31",,"https://www.amazon.co.uk/Best-Movie-Year-Ever-Screen/dp/1501175394/ref=sr_1_1?crid=261ZJ5MVN9AN0&keywords=best.+movie.+year.+ever.+how+1999+blew+up+the+big+screen&qid=1691885839&s=books&sprefix=Best.+Movie.+Year.+Ever.%2Cstripbooks%2C58&sr=1-1","2023-08-13 19:38:07"
"hrf9cgn4juqu5815s0kkk4du","The Great Science Fiction","H. G. Wells","","","","2022-04-30","0241277493","9780241277492","https://m.media-amazon.com/images/I/812WKkWrw1L.jpg","The Time Machine, The Island of Doctor Moreau, The Invisible Man, The War of the Worlds, Short Stories","'No one would have believed, in the last years of the nineteenth century, that this world was being watched keenly and closely by intelligences greater than man's' Exploring the primordial nightmares that lurk within humanity's dreams of progress and technology, H. G. Wells was a science fiction pioneer. This new omnibus edition brings together four of his hugely original and influential science-fiction novels - The Time Machine, The Island of Doctor Moreau, The Invisible Man and The War of the Worlds - with his most unsettling and strange short stories. Containing monstrous experiments, terrifying journeys, alien occupiers and grotesque creatures, these visionary tales discomfit and disturb, and retain the power to trouble our sense of who we are. With an introduction by Matthew Beaumont",704,"2016-09-29","Penguin Classics","https://www.amazon.co.uk/Great-Science-Fiction-Invisible-Classics/dp/0241277493/ref=sr_1_1?crid=2Q5I954Z44MP1&keywords=The+Great+Science+Fiction%3A+The+Time+Machine&qid=1691885892&s=books&sprefix=the+great+science+fiction+the+time+machine%2Cstripbooks%2C76&sr=1-1","2023-08-13 19:38:13"
"zgbz5se3mfy487m2maatf32l","The Nineties","Chuck Klosterman","","","","2023-02-11","0735217963","9780735217966","https://m.media-amazon.com/images/I/81WDPNnpY+L.jpg","A Book","An instant New York Times bestseller! From the bestselling author of But What if We’re Wrong, a wise and funny reckoning with the decade that gave us slacker/grunge irony about the sin of trying too hard, during the greatest shift in human consciousness of any decade in American history. It was long ago, but not as long as it seems: The Berlin Wall fell and the Twin Towers collapsed. In between, one presidential election was allegedly decided by Ross Perot while another was plausibly decided by Ralph Nader. In the beginning, almost every name and address was listed in a phone book, and everyone answered their landlines because you didn’t know who it was. By the end, exposing someone’s address was an act of emotional violence, and nobody picked up their new cell phone if they didn’t know who it was. The 90s brought about a revolution in the human condition we’re still groping to understand. Happily, Chuck Klosterman is more than up to the job. Beyond epiphenomena like “Cop Killer“ and Titanic and Zima, there were wholesale shifts in how society was perceived: the rise of the internet, pre-9/11 politics, and the paradoxical belief that nothing was more humiliating than trying too hard. Pop culture accelerated without the aid of a machine that remembered everything, generating an odd comfort in never being certain about anything. On a 90’s Thursday night, more people watched any random episode of Seinfeld than the finale of Game of Thrones. But nobody thought that was important; if you missed it, you simply missed it. It was the last era that held to the idea of a true, hegemonic mainstream before it all began to fracture, whether you found a home in it or defined yourself against it. In The Nineties, Chuck Klosterman makes a home in all of it: the film, the music, the sports, the TV, the politics, the changes regarding race and class and sexuality, the yin/yang of Oprah and Alan Greenspan. In perhaps no other book ever written would a sentence like, “The video for ‘Smells Like Teen Spirit’ was not more consequential than the reunification of Germany” make complete sense. Chuck Klosterman has written a multi-dimensional masterpiece, a work of synthesis so smart and delightful that future historians might well refer to this entire period as Klostermanian.",384,"2023-02-09","Penguin Books","https://www.amazon.co.uk/Nineties-Book-Chuck-Klosterman/dp/0735217963/ref=sr_1_1?crid=3200ISH0HQ3G7&keywords=the+nineties+chuck+klosterman&qid=1691885923&s=books&sprefix=The+Nineties%2Cstripbooks%2C131&sr=1-1","2023-08-13 19:38:18"
"j1qmspujacf0ok0g1ibhvewd","Man on the Moon","Andrew Chaikin","","","","2021-09-17","0241363152","9780241363157","https://m.media-amazon.com/images/I/81T6T0jBU9L.jpg","The Voyages of the Apollo Astronauts","'Through the windows of the slowly turning spacecraft they looked out at the place where the sun had once been, and there was the moon- a huge, magnificent sphere bathed in the eerie blue light of earthshine, each crater rendered in ghostly detail.' The race to the moon was won spectacularly by Apollo 11 on 20 July 1969. When astronauts Neil Armstrong and Buzz Aldrin took their 'giant step' across a ghostly lunar landscape, they were watched by some 600 million people on Earth 250,000 miles away. A Man on the Moon is the definitive account of the heroic Apollo programme- from the tragedy of the fire in Apollo 1 during a simulated launch, through the euphoria of the first moonwalk, to the discoveries made by the first scientist in space aboard Apollo 17. Drawing on hundreds of hours of in-depth interviews with the astronauts and team, this is the story of the twentieth century's greatest human achievement, minute-by-minute, in the words of those who were there.",704,"2019-06-13","Penguin","https://www.amazon.co.uk/Man-Moon-Voyages-Apollo-Astronauts/dp/0241363152/ref=sr_1_1?crid=2GZ585UDY18QV&keywords=a+man+on+the+moon+andrew+chaikin&qid=1691885967&s=books&sprefix=A+Man+on+the+Moon%2Cstripbooks%2C55&sr=1-1","2023-08-13 19:38:24"
"hnsrfn1sg2a5mv80gg36r9kz","SPQR","Mary Beard","","","","2018-02-18","9781846683817","9781846683817","https://m.media-amazon.com/images/I/91UOL+G08CL.jpg","A History of Ancient Rome","Mary Beard on Ancient Rome: Britain's favourite classicist lifts the lid on the Roman Empire.",608,"2016-04-01","Profile Books","https://www.amazon.co.uk/SPQR-History-Professor-Mary-Beard/dp/1846683815/ref=sr_1_1?crid=25K3UG3OB51ME&keywords=spqr+a+history+of+ancient+rome&qid=1691885997&s=books&sprefix=SPQR%3A+A+History+of+Ancient+Rome%2Cstripbooks%2C56&sr=1-1","2023-08-13 19:38:29"
"ijxrhfhho8oc4t8uma3z1evs","A Supposedly Fun Thing I'll Never Do Again","David Foster Wallace","","","","2018-04-23","0349110018","9780349110011","https://m.media-amazon.com/images/I/61Fn0IZ9gHL.jpg","Essays and Arguments","A collection of insightful and uproariously funny non-fiction by the bestselling author of INFINITE JEST - one of the most acclaimed and adventurous writers of our time. A SUPPOSEDLY FUN THING... brings together Wallace's musings on a wide range of topics, from his early days as a nationally ranked tennis player to his trip on a commercial cruiseliner. In each of these essays, Wallace's observations are as keen as they are funny. Filled with hilarious details and invigorating analyses, these essays brilliantly expose the fault line in American culture - and once again reveal David Foster Wallace's extraordinary talent and gargantuan intellect.",368,"1998-02-05","Abacus","https://www.amazon.co.uk/Supposedly-Fun-Thing-Never-Again/dp/0349110018/ref=sr_1_1?crid=2QP1J7TEVKVM8&keywords=A+Supposedly+Fun+Thing&qid=1691886044&s=books&sprefix=a+supposedly+fun+thing%2Cstripbooks%2C60&sr=1-1","2023-08-13 19:38:35"
"yw2w2fi6u3y4wugpwbsxhr1m","Japan Story","Christopher Harding","","","","2019-10-11","0141985372","9780141985374","https://m.media-amazon.com/images/I/710Eo2Zc-eL.jpg","In Search of a Nation, 1850 to the Present","This is a fresh and surprising account of Japan's culture from the 'opening up' of the country in the mid-nineteenth century to the present. 'How much I admired it, what a lot I learned from it and, above all, how very much I enjoyed it ... Masterly.' Neil MacGregor It is told through the eyes of people who greeted this change not with the confidence and grasping ambition of Japan's modernizers and nationalists, but with resistance, conflict, distress. We encounter writers of dramas, ghost stories and crime novels where modernity itself is the tragedy, the ghoul and the bad guy; surrealist and avant-garde artists sketching their escape; rebel kamikaze pilots and the put-upon urban poor; hypnotists and gangsters; men in desperate search of the eternal feminine and feminists in search of something more than state-sanctioned subservience; Buddhists without morals; Marxist terror groups; couches full to bursting with the psychological fall-out of breakneck modernization. These people all sprang from the soil of modern Japan, but their personalities and projects failed to fit. They were 'dark blossoms': both East-West hybrids and home-grown varieties that wreathed, probed and sometimes penetrated the new structures of mainstream Japan.",528,"2019-08-01","Penguin","https://www.amazon.co.uk/Japan-Story-Search-Nation-Present/dp/0141985372/ref=sr_1_1?crid=2ZB7BCYJDTNL0&keywords=Japan+Story%3A+In+Search+of+a+Nation%2C+1850+to+the+Pres&qid=1691886112&s=books&sprefix=japan+story+in+search+of+a+nation+1850+to+the+pres%2Cstripbooks%2C65&sr=1-1","2023-08-13 19:38:40"
"naadiv1wsgokq8j4wzrl4il2","The Player of Games","Iain Banks","","","","2020-03-29","1857231465","9781857231465","https://m.media-amazon.com/images/I/61+FQX-4vvL.jpg",,"BANKS/PLAYER OF GAMES",309,"1989-08-10","Orbit","https://www.amazon.co.uk/Player-Games-Iain-M-Banks/dp/1857231465/ref=sr_1_1?crid=3SUF8EL3QAW9N&keywords=the+player+of+games&qid=1691886149&s=books&sprefix=The+Player+of+Games%2Cstripbooks%2C56&sr=1-1","2023-08-13 19:38:46"
"aoaatbladwc1onrq7vr7epkp","I Am Alive and You Are Dead","Emmanuel Carr're","","","","2020-05-03","0747579717","9780747579717","https://m.media-amazon.com/images/I/51ENZFZSVEL.jpg","A Journey into the Mind of Philip K. Dick","This is an unforgettable biography of the visionary grand master of science fiction, Philip K. Dick. Emmanuel Carrère follows Dick's strange odyssey from his traumatic beginnings in 1928, when his twin sister died in infancy, to his lonely end in 1982, beset by mystical visions of swirling pink light, three-eyed invaders and messages from the Roman Empire. Drawing on interviews and both published and unpublished sources, Carrère traces Dick's multiple marriages, paranoid fantasies and dizzying encounters with the drug culture of California. As disturbing and engrossing as any novel by Philip K. Dick himself, Carrère's unconventional study interweaves life and art to reveal the maddening genius whose writing foresaw - from cloning to reality TV - a world that looks ever more like one of his inventions.",334,"2006-05-15","Bloomsbury Publishing","https://www.amazon.co.uk/Am-Alive-You-are-Dead/dp/0747579717/ref=sr_1_1?crid=XRYJBUK0F766&keywords=i+am+alive+and+you+are+dead&qid=1691886180&s=books&sprefix=I+Am+Alive+and+You+Are+Dead%2Cstripbooks%2C61&sr=1-1","2023-08-13 19:38:52"
"nv8h8uxkvpvy0sw2hteqo8d0","The Children of Ash and Elm","Neil Price","","","","2022-07-29","0141984449","9780141984445","https://m.media-amazon.com/images/I/814RXgBH6YL.jpg","A History of the Vikings","The Viking Age - between 750 and 1050 - saw an unprecedented expansion of the Scandinavian peoples. As traders and raiders, explorers and colonists, they reshaped the world between eastern North America and the Asian steppe. For a millennium, though, their history has largely been filtered through the writings of their victims. Based on the latest archaeological and textual evidence, Children of Ash and Elm tells the story of the Vikings on their own terms: their politics, their cosmology, their art and culture. From Bjoern Ironside, who led an expedition to sack Rome, to Gudrid Thorbjarnardottir, the most travelled woman in the world, Price shows us the real Vikings, not the caricatures they have become in popular culture and history.",624,"2022-04-07","Penguin","https://www.amazon.co.uk/Children-Ash-Elm-History-Vikings/dp/0141984449/ref=sr_1_1?crid=1U7BP7KINDJMC&keywords=the+children+of+ash+and+elm&qid=1691886209&s=books&sprefix=The+Children+of+Ash+and+Elm%2Cstripbooks%2C57&sr=1-1","2023-08-13 19:38:57"
"wo6yg7ydzepv2nse2eeuvrlt","A History of the Arab Peoples","Albert Hourani","","","","2022-09-21","9780571288014","9780571288014","https://m.media-amazon.com/images/I/81XDJbbAkJL.jpg",,"A History of the Arab Peoples covers not only political history, but also culture, society, economy and thought, in a work of profound and lasting importance. A magnificent display of the late Albert Hourani's lifetime of scholarship, it was a bestseller on first publication in 1991. This new edition, updated by Malise Ruthven, includes such recent events as the Arab Spring, the on-going crisis in Iraq, and the aftermath of September 11th.",640,"2013-01-03","Faber & Faber","https://www.amazon.co.uk/History-Arab-Peoples-Updated/dp/0571288014/ref=sr_1_1?crid=11FBG7GQWJSUD&keywords=a+history+of+the+arab+peoples&qid=1691886244&s=books&sprefix=A+History+of+the+Arab+Peoples%2Cstripbooks%2C59&sr=1-1","2023-08-13 19:39:03"
"g1n3xrdcpo00xv5c7lw79p5d","These Truths","Jill Lepore","","","","2022-10-24","0393357422","9780393357424","https://m.media-amazon.com/images/I/91rMcdu19yL.jpg","A History of the United States","“Nothing short of a masterpiece.” —NPR Books A New York Times Bestseller and a Washington Post Notable Book of the Year In the most ambitious one-volume American history in decades, award-winning historian Jill Lepore offers a magisterial account of the origins and rise of a divided nation. Widely hailed for its “sweeping, sobering account of the American past” (New York Times Book Review), Jill Lepore’s one-volume history of America places truth itself—a devotion to facts, proof, and evidence—at the center of the nation’s history. The American experiment rests on three ideas—“these truths,” Jefferson called them—political equality, natural rights, and the sovereignty of the people. But has the nation, and democracy itself, delivered on that promise? These Truths tells this uniquely American story, beginning in 1492, asking whether the course of events over more than five centuries has proven the nation’s truths, or belied them. To answer that question, Lepore wrestles with the state of American politics, the legacy of slavery, the persistence of inequality, and the nature of technological change. “A nation born in contradiction… will fight, forever, over the meaning of its history,” Lepore writes, but engaging in that struggle by studying the past is part of the work of citizenship. With These Truths, Lepore has produced a book that will shape our view of American history for decades to come.",960,"2019-10-01","W. W. Norton & Company","https://www.amazon.co.uk/These-Truths-History-United-States/dp/0393357422/ref=sr_1_1?crid=31K4WIE6X7IFB&keywords=these+truths&qid=1691886284&s=books&sprefix=these+truths%2Cstripbooks%2C59&sr=1-1","2023-08-13 19:39:10"
"qvteeiqvnrsx4skn5mf4zthn","The Secret Lives of Colour","Kassia St Clair","","","","2019-08-12","1473630835","9781473630833","https://m.media-amazon.com/images/I/81lc9oriNrL.jpg",,"THE SUNDAY TIMES BESTSELLER 'A mind-expanding tour of the world without leaving your paintbox. Every colour has a story, and here are some of the most alluring, alarming, and thought-provoking. Very hard painting the hallway magnolia after this inspiring primer.' Simon Garfield The Secret Lives of Colour tells the unusual stories of the 75 most fascinating shades, dyes and hues. From blonde to ginger, the brown that changed the way battles were fought to the white that protected against the plague, Picasso's blue period to the charcoal on the cave walls at Lascaux, acidyellow to kelly green, and from scarlet women to imperial purple, these surprising stories run like a bright thread throughout history. In this book Kassia St Clair has turned her lifelong obsession with colours and where they come from (whether Van Gogh's chrome yellow sunflowers or punk's fluorescent pink) into a unique study of human civilisation. Across fashion and politics, art and war, TheSecret Lives of Colour tell the vivid story of our culture.",336,"2018-09-06","John Murray","https://www.amazon.co.uk/Secret-Lives-Colour-Kassia-Clair/dp/1473630835/ref=sr_1_1?crid=2961E76A5K0QP&keywords=The+Secret+Lives+of+Color&qid=1691886315&s=books&sprefix=the+secret+lives+of+color%2Cstripbooks%2C69&sr=1-1","2023-08-13 19:39:16"
"ddtci9lqa8s23a6vk9wmiccp","The Gene","Siddhartha Mukherjee","","","","2018-08-21","0099584573","9780099584575","https://m.media-amazon.com/images/I/819MWTifR6L.jpg","An Intimate History","** NEW YORK TIMES NUMBER ONE BESTSELLER ** The Gene is the story of one of the most powerful and dangerous ideas in our history from the author of The Emperor of All Maladies. The story begins in an Augustinian abbey in 1856, and takes the reader from Darwin's groundbreaking theory of evolution, to the horrors of Nazi eugenics, to present day and beyond - as we learn to “read“ and “write“ the human genome that unleashes the potential to change the fates and identities of our children. Majestic in its scope and ambition, The Gene provides us with a definitive account of the epic history of the quest to decipher the master-code that makes and defines humans - and paints a fascinating vision of both humanity's past and future. For fans of Sapiens by Yuval Noah Harari, A Brief History of Time by Stephen Hawking and Being Mortal by Atul Gwande. 'Siddhartha Mukherjee is the perfect person to guide us through the past, present, and future of genome science' Bill Gates 'A thrilling and comprehensive account of what seems certain to be the most radical, controversial and, to borrow from the subtitle, intimate science of our time...Read this book and steel yourself for what comes next' Sunday Times",608,"2017-03-23","Vintage","https://www.amazon.co.uk/Gene-Intimate-History-Siddhartha-Mukherjee/dp/0099584573/ref=sr_1_1?crid=C2A2WSP0W1R5&keywords=the+gene+an+intimate+history&qid=1691886352&s=books&sprefix=The+Gene%3A+An+Intimate+History%2Cstripbooks%2C65&sr=1-1","2023-08-13 19:39:22"
"hc5gtr15oreceje2fysbje0m","Yeah Yeah Yeah","Bob Stanley","","","","2022-02-29","9780571322404","9780571322404","https://m.media-amazon.com/images/I/A1Q9Eq+q31L.jpg","The Story of Modern Pop","This encyclopedic history of pop music begins with Bill Haley & the Comet's 1954 hit, 2Rock Around the Clock3 and continues up through Beyoncé's first huge hit in 2003, 2Crazy in Love,3 touching on all the groups and genres in between.",800,"2014-11-06","Faber & Faber","https://www.amazon.co.uk/Yeah-Story-Modern-Pop/dp/0571322409/ref=sr_1_1?crid=18ZV89C0L8FEU&keywords=yeah+yeah+yeah+book&qid=1691886385&s=books&sprefix=Yeah%21+Yeah%21+Yeah%21%2Cstripbooks%2C57&sr=1-1","2023-08-13 19:39:27"
"a2zsr98q36uy5q8owbw5blw9","A History of Water","Edward Wilson-Lee","","","","2022-09-02","0008358257","9780008358259","https://m.media-amazon.com/images/I/81eQ9r6ZAEL.jpg","Being an Account of a Murder, an Epic and Two Visions of Global History","A Times History Book of the Year 2022 A TLS Book of the Year 2022 'Exhilarating and whip-smart' THE SUNDAY TIMES",368,"2023-08-17","William Collins","https://www.amazon.co.uk/History-Water-Account-Murder-Visions/dp/0008358257/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1691886428&sr=1-1","2023-08-13 19:39:33"
"stfy2emwdbz199o64k7z9fjg","The Storm Is Upon Us","Mike Rothschild","","","","2022-10-05","180096045X","9781800960459","https://m.media-amazon.com/images/I/81cdXmME4GL.jpg","How QAnon Became a Movement, Cult, and Conspiracy Theory of Everything",,288,"2022-06-02","Monoray","https://www.amazon.co.uk/Storm-Upon-Us-Conspiracy-Everything/dp/180096045X/ref=sr_1_1?crid=149VWPMTW3O7K&keywords=The+Storm+is+Upon+Us&qid=1691886467&s=books&sprefix=the+storm+is+upon+us%2Cstripbooks%2C56&sr=1-1","2023-08-13 19:39:38"
"ltpxmeq8anyy82afuownygwd","Conquerors","Roger Crowley","","","","2022-08-21","0571290906","9780571290901","https://m.media-amazon.com/images/I/9186Y+SOzIL.jpg","How Portugal Forged the First Global Empire","From the celebrated author of Empires of the Sea, Conquerors tells how the tiny country of Portugal set about exploring and conquering the world in the 16th Century.",432,"2016-08-04","Faber & Faber","https://www.amazon.co.uk/Conquerors-Portugal-Forged-Global-Empire/dp/0571290906/ref=sr_1_1?crid=1QWW3P9H08DS9&keywords=conquerors+how+portugal+forged+the+first+global+empire&qid=1691886515&s=books&sprefix=Conquerors%3A+How+Portugal+Forged+the+First+Global+Empire%2Cstripbooks%2C51&sr=1-1","2023-08-13 19:39:44"
"rbor5a6qvrkjwdkkg3k6jqht","A Pelican Introduction Economics","Ha-Joon Chang","","","","2021-12-12","0718197038","9780718197032","https://m.media-amazon.com/images/I/811YQPtmhnL.jpg","A User's Guide","What is economics? What can - and can't - it explain about the world? Why does it matter? Ha-Joon Chang teaches economics at Cambridge University, and writes a column for the Guardian. The Observer called his book 23 Things They Don't Tell You About Capitalism, which was a no.1 bestseller, 'a witty and timely debunking of some of the biggest myths surrounding the global economy.' He won the Wassily Leontief Prize for advancing the frontiers of economic thought, and is a vocal critic of the failures of our current economic system.",528,"2014-05-01","Pelican","https://www.amazon.co.uk/Economics-Users-Guide-Pelican-Introduction/dp/0718197038/ref=sr_1_1?crid=2DCEFTDFESMD3&keywords=Economics%3A+The+User%27s+Guide%3A+A+Pelican+Introduction&qid=1691886566&s=books&sprefix=economics+the+user%27s+guide+a+pelican+introduction%2Cstripbooks%2C55&sr=1-1","2023-08-13 19:39:49"
"mrv8f3me5g3vq1m5i4ckoch1","The Art of Statistics","David Spiegelhalter","","","","2021-11-20","0241258766","9780241258767","https://m.media-amazon.com/images/I/71HNF5BMTCL.jpg","Learning from Data","'A statistical national treasure' Jeremy Vine, BBC Radio 2 'Required reading for all politicians, journalists, medics and anyone who tries to influence people (or is influenced) by statistics. A tour de force' Popular Science Do busier hospitals have higher survival rates? How many trees are there on the planet? Why do old men have big ears? David Spiegelhalter reveals the answers to these and many other questions - questions that can only be addressed using statistical science. Statistics has played a leading role in our scientific understanding of the world for centuries, yet we are all familiar with the way statistical claims can be sensationalised, particularly in the media. In the age of big data, as data science becomes established as a discipline, a basic grasp of statistical literacy is more important than ever. In The Art of Statistics, David Spiegelhalter guides the reader through the essential principles we need in order to derive knowledge from data. Drawing on real world problems to introduce conceptual issues, he shows us how statistics can help us determine the luckiest passenger on the Titanic, whether serial killer Harold Shipman could have been caught earlier, and if screening for ovarian cancer is beneficial. 'Shines a light on how we can use the ever-growing deluge of data to improve our understanding of the world' Nature",448,"2020-02-13","Pelican","https://www.amazon.co.uk/Learning-Data-Statistics-Pelican-Books/dp/0241258766/ref=sr_1_1?crid=3T0SLRR6V3VIY&keywords=the+art+of+statistics+how+to+learn+from+data&qid=1691886596&s=books&sprefix=The+Art+of+Statistics%3A+How+to+Learn+from+Data%2Cstripbooks%2C56&sr=1-1","2023-08-13 19:39:55"
