id,title,authors,rating,readOnDate,queuedOnDate,wishedOnDate,isbn10,isbn13,cover,subtitle,description,pageCount,publishedDate,publisher,sourceUrl,createdAt
"bwxyi927j8axcvnbujw257g1","Slouching Towards Utopia","Brad de Long","","","","2022-09-27","1399803433","9781399803434","https://m.media-amazon.com/images/I/81OjblolFGL.jpg","An Economic History of the Twentieth Century","AN INSTANT NEW YORK TIMES AND WALL STREET JOURNAL BESTSELLER LONGLISTED FOR THE FINANCIAL TIMES BUSINESS BOOK OF THE YEAR A FINANCIAL TIMES BEST ECONOMICS BOOK OF THE YEAR AND THE ECONOMIST BOOK OF THE YEAR From one of the world's leading economists, a sweeping new history of the twentieth century - a century that left us vastly richer, yet still profoundly dissatisfied. Before 1870, most people lived in dire poverty, the benefits of the slow crawl of invention continually offset by a growing population. Then came a great shift: invention sprinted forward, doubling our technological capabilities each generation, and creatively destroying the economy again and again. Slouching Towards Utopia tells the story of the major economic and technological shifts of the 20th century in a bold and ambitious, grand narrative. In vivid and compelling detail, DeLong charts the unprecedented explosion of material wealth after 1870 which transformed living standards around the world, freeing humanity from centuries of poverty, but paradoxically has left us now with unprecedented inequality, global warming, and widespread dissatisfaction with the status quo. How did the long twentieth century fail to deliver the utopia our ancestors believed would be the inevitable result of such material wellbeing? How did humanity end up less on a march to progress than a slouch in the right direction? And what can we learn from the past in pursuit of a better world?",624,"2023-07-06","Basic Books","https://www.amazon.co.uk/Slouching-Towards-Utopia-Economic-Twentieth/dp/1399803433/ref=sr_1_1?crid=1JI33Z4PV1Y9C&keywords=slouching+towards+utopia.+by+j.+bradford+delong&qid=1691886627&s=books&sprefix=Slouching+Towards+Utopia%2Cstripbooks%2C62&sr=1-1","2023-08-13 19:40:01"
"aup0lbpp5lozrh7gf193zcdy","Childhood's End","Arthur C. Clarke","","","","2019-10-23","9780330514019","9780330514019","https://m.media-amazon.com/images/I/81VHNCSOEgL.jpg",,"SCIENCE FICTION. Earth has become a Utopia, guided by a strange unseen people from outer space whose staggering powers have eradicated war, cruelty, poverty and racial inequality. When the 'Overlords' finally reveal themselves, their horrific form makes little impression. Then comes the sign that the Overlords have been waiting for. A child begins to dream strangely - and develops remarkable powers. Soon this happens to every child - and the truth of the Overlords' mission is finally revealed to the human race.",272,"2010-05-07","Pan","https://www.amazon.co.uk/Childhoods-End-Arthur-C-Clarke/dp/0330514016/ref=sr_1_1?crid=R2NPU6YAD461&keywords=childhood%27s+end&qid=1691886680&s=books&sprefix=Childhood%27s+End%2Cstripbooks%2C52&sr=1-1","2023-08-13 19:40:06"
"fbra91uw0urkxc286856u7dd","The Rise and Fall of Ancient Egypt","Toby Wilkinson","","","","2019-04-22","1408810026","9781408810026","https://m.media-amazon.com/images/I/717Mq5k6HuL.jpg",,"This is a story studded with extraordinary achievements and historic moments, from the building of the pyramids and the conquest of Nubia, through Akhenaten's religious revolution, the power and beauty of Nefertiti, the glory of Tutankhamun's burial chamber, and the ruthlessness of Ramesses, to Alexander the Great's invasion, and Cleopatra's fatal entanglement with Rome. As the world's first nation-state, the history of Ancient Egypt is above all the story of the attempt to unite a disparate realm and defend it against hostile forces from within and without. Combining grand narrative sweep with detailed knowledge of hieroglyphs and the iconography of power, Toby Wilkinson reveals Ancient Egypt in all its complexity.",672,"2011-08-01","Bloomsbury Paperbacks","https://www.amazon.co.uk/Rise-Fall-Ancient-Egypt/dp/1408810026/ref=sr_1_1?crid=3TS9QE2FQ5B9J&keywords=the+rise+and+fall+of+ancient+egypt&qid=1691886712&s=books&sprefix=The+Rise+and+Fall+of+Ancient+Egypt%2Cstripbooks%2C50&sr=1-1","2023-08-13 19:40:12"
"ycdhxe10qf5xvxgmtu71xiun","The Man from the Future","Ananyo Bhattacharya","","","","2019-02-01","024139886X","9780241398869","https://m.media-amazon.com/images/I/81q6MgsvEiL.jpg","The Visionary Life of John Von Neumann","The smartphones in our pockets and computers like brains. The vagaries of game theory and evolutionary biology. Nanotechnology and nuclear weapons. All bear the fingerprints of one remarkable man- John von Neumann. Born in Budapest at the turn of the century, von Neumann is one of the most influential scientists to have ever lived. His colleagues believed he had the fastest brain on the planet - bar none. He was instrumental in the Manhattan Project and helped formulate the bedrock of Cold War geopolitics and modern economic theory. He created the first ever programmable digital computer. He prophesied the potential of nanotechnology and, from his deathbed, expounded on the limits of brains and computers - and how they might be overcome. Taking us on an astonishing journey, Ananyo Bhattacharya explores how a combination of genius and unique historical circumstance allowed a single man to sweep through so many different fields of science, sparking revolutions wherever he went. Insightful and illuminating, The Man from the Future is a thrilling intellectual biography of the visionary thinker who shaped our century.",368,"2022-08-25","Penguin","https://www.amazon.co.uk/Man-Future-Visionary-Life-Neumann/dp/024139886X/ref=sr_1_1?crid=224EW9R746P6V&keywords=the+man+from+the+future&qid=1691886740&s=books&sprefix=The+Man+from+the+Future%2Cstripbooks%2C58&sr=1-1","2023-08-13 19:40:17"
"piosv41b37blef4r5rhc8lah","The Age of Wonder","Richard Holmes","","","","2018-11-29","0007149530","9780007149537","https://m.media-amazon.com/images/I/61UfotwziKL.jpg","How the Romantic Generation Discovered the Beauty and Terror of Science","“The Age of Wonder“ explores the earliest ideas of deep time and space, and the explorers of “dynamic science“: an infinite, mysterious Nature waiting to be discovered. Three lives dominate the book: William Herschel, his sister Caroline, and Humphry Davy.",380,"2009-09-03","HarperPress","https://www.amazon.co.uk/Age-Wonder-Romantic-Generation-Discovered/dp/0007149530/ref=sr_1_1?crid=3IPCV1VW5VYG8&keywords=the+age+of+wonder&qid=1691886776&s=books&sprefix=the+age+of+wonder+%2Cstripbooks%2C59&sr=1-1","2023-08-13 19:40:22"
"gqlt6mxgqebq2smajph81g8n","The Information","James Gleick","","","","2018-09-02","9780007225743","9780007225743","https://m.media-amazon.com/images/I/716bazHOxUL.jpg","A History, a Theory, a Flood","From the invention of scripts and alphabets to the long misunderstood “talking drums“ of Africa, James Gleick tells the story of information technologies that changed the very nature of human consciousness. He also provides portraits of the key figures contributing to the inexorable development of our modern understanding of information, including Charles Babbage, Ada Byron, Samuel Morse, Alan Turing, and Claude Shannon.",544,"2012-03-01","Fourth Estate","https://www.amazon.co.uk/Information-History-Theory-James-Gleick/dp/0007225741/ref=sr_1_1?crid=3T1Z01W6RR7DI&keywords=The+Information%3A+A+History%2C+a+Theory%2C+a+Flood&qid=1691886824&s=books&sprefix=the+information+a+history+a+theory+a+flood%2Cstripbooks%2C61&sr=1-1","2023-08-13 19:40:28"
"hytwbai9mnt2fz0ckca7b0a4","The Maths of Life and Death","Kit Yates","","","","2020-01-07","1787475409","9781787475403","https://m.media-amazon.com/images/I/71mBJfENILL.jpg",,"“This is an exquisitely interesting book. It's a deeply serious one too and, for those like me who have little maths, it's delightfully readable“ - IAN MCEWAN “Kit Yates is a natural storyteller. Through fascinating stories and examples, he shows how maths is the beating heart of so much of modern life. An exciting new voice in the world of science communication“ - MARCUS DU SAUTOY “Used wisely, mathematics can save your life. Used unwisely, it can ruin it. A lucid and enthralling account of why maths matters in everyone's life. A real eye-opener.“ - Prof Ian Stewart FRS, author of Do Dice Play God? __________ Maths is the story of the world around us, and the wisdom it gives us can be the difference between success and disaster. We are all doing maths all the time, from the way we communicate with each other to the way we travel, from how we work to how we relax. Many of us are aware of this. But few of us really appreciate the full power of maths - the extent to which its influence is not only in every office and every home, but also in every courtroom and hospital ward. In this eye-opening and extraordinary book, Yates explores the true stories of life-changing events in which the application - or misapplication - of mathematics has played a critical role: patients crippled by faulty genes and entrepreneurs bankrupted by faulty algorithms; innocent victims of miscarriages of justice and the unwitting victims of software glitches. We follow stories of investors who have lost fortunes and parents who have lost children, all because of mathematical misunderstandings. Along the way, Yates arms us with simple mathematical rules and tools that can help us make better decisions in our increasingly quantitative society. You will discover why it's always sensible to question a statistic, often vital to ask for a second opinion and sometimes surprisingly handy to stick to the 37% rule...",352,"2021-07-22","Quercus","https://www.amazon.co.uk/Maths-Life-Death-Kit-Yates/dp/1787475409/ref=sr_1_1?crid=3NJGWJYYCINIS&keywords=the+math+of+life+and+death&qid=1691886905&s=books&sprefix=The+Math+of+Life+and+Death%2Cstripbooks%2C60&sr=1-1","2023-08-13 19:40:33"
"qvttjgxbo89ztvhjel0duwnv","The Rise and Fall of the British Nation","David Edgerton","","","","2019-05-20","0141975970","9780141975979","https://m.media-amazon.com/images/I/81VqlPZuDtL.jpg","A Twentieth-Century History","It is usual to see the United Kingdom as an island of continuity in an otherwise convulsed and unstable Europe; its political history a smooth sequence of administrations, a story of building a welfare state and coping with decline. But what if Britain's history was approached from a different angle? What if we wrote about it as we might write the history of Germany, say, or the Soviet Union, as a story of power, and of transformation? David Edgerton's major new book breaks out of the confines of traditional British national history to reveal an unfamiliar place, subject to radical discontinuities. Out of a liberal, capitalist, genuinely global power of a unique kind, there arose from the 1940s a distinct British nation. This was committed to internal change, making it much more like the great continental powers. From the 1970s it became bound up both with the European Union and with foreign capital in new ways. Such a perspective produces new and refreshed understanding of everything from the nature of British politics to the performance of British industry. Packed with surprising examples and arguments, The Rise and Fall of the British Nation gives us a grown-up, unsentimental history, one which is crucial at a moment of serious reconsideration for the country and its future.",720,"2019-04-04","Penguin","https://www.amazon.co.uk/Rise-Fall-British-Nation-Twentieth-Century/dp/0141975970/ref=sr_1_1?crid=2C3BDQBD1ZXKH&keywords=The+Rise+and+Fall+of+the+British+Nation&qid=1691886950&s=books&sprefix=the+rise+and+fall+of+the+british+nation%2Cstripbooks%2C58&sr=1-1","2023-08-13 19:40:39"
"p023vhcibaokuu59sk10gblu","The Code Book","Simon Singh","","","","2019-06-24","1857028899","9781857028898","https://m.media-amazon.com/images/I/614FnpZvfNL.jpg","The Secret History of Codes and Codebreaking","It's known as the science of secrecy: cryptography, the encoding and decoding of private information. Singh follows the evolution of secret writing with a clarity that lets the reader enjoy the captivating story while easily absorbing the details of cryptography.",402,"2002-05-06","Fourth Estate","https://www.amazon.co.uk/Code-Book-Secret-History-Code-breaking/dp/1857028899/ref=sr_1_1?crid=1FWUU93MIFG1Q&keywords=the+code+book+the+secret+history+of+codes+and+code-breaking&qid=1691887014&s=books&sprefix=The+Code+Book%3A+The+Secret+History%2Cstripbooks%2C64&sr=1-1","2023-08-13 19:40:45"
"ev1o31at9i4lyoojntf83k9e","The Immortal Game","David Shenk","","","","2023-07-12","0385662270","9780385662277","https://m.media-amazon.com/images/I/81P4XrpxnlL.jpg","Or How 32 Carved Pieces on a Board Illuminated Our Understanding of War, Art, Science, and the Human Brain","A surprising, charming, and ever-fascinating history of the seemingly simple game that has had a profound effect on societies the world over. Why has one game, alone among the thousands of games invented and played throughout human history, not only survived but thrived within every culture it has touched? What is it about its thirty-two figurative pieces, moving about its sixty-four black and white squares according to very simple rules, that has captivated people for nearly 1,500 years? Why has it driven some of its greatest players into paranoia and madness, and yet is hailed as a remarkably powerful intellectual tool? Nearly everyone has played chess at some point in their lives. Its rules and pieces have served as a metaphor for society, influencing military strategy, mathematics, artificial intelligence, and literature and the arts. It has been condemned as the devil’s game by popes, rabbis, and imams, and lauded as a guide to proper living by other popes, rabbis, and imams. Marcel Duchamp was so absorbed in the game that he ignored his wife on their honeymoon. Caliph Muhammad al-Amin lost his throne (and his head) trying to checkmate a courtier. Ben Franklin used the game as a cover for secret diplomacy.In his wide-ranging and ever-fascinating examination of chess, David Shenk gleefully unearths the hidden history of a game that seems so simple yet contains infinity. From its invention somewhere in India around 500 A.D., to its enthusiastic adoption by the Persians and its spread by Islamic warriors, to its remarkable use as a moral guide in the Middle Ages and its political utility in the Enlightenment, to its crucial importance in the birth of cognitive science and its key role in the aesthetic of modernism in twentieth-century art, to its twenty-first-century importance in the development of artificial intelligence and use as a teaching tool in inner-city America, chess has been a remarkably omnipresent factor in the development of civilization. Indeed, as Shenk shows, some neuroscientists believe that playing chess may actually alter the structure of the brain, that it may be for individuals what it has been for civilization: a virus that makes us smarter.",352,"2007-10-02","Anchor Canada","https://www.amazon.co.uk/Immortal-Game-Illuminated-Understanding-Paperback/dp/0385662270/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=1691887104&sr=1-3","2023-08-13 19:40:51"
"og3gw12u3d8spalrc4almmn7","Seinfeldia","Jennifer Keishin Armstrong",1.5,"2023-07-29","","","1476756112","9781476756110","https://m.media-amazon.com/images/I/51YaeZqoi0L.jpg","How a Show About Nothing Changed Everything","“An uproarious behind-the-scenes account of the creation of the hit television series describes how comedians Larry David and Jerry Seinfeld dreamed up the idea for an unconventional sitcom over coffee and how, despite network skepticism and minimal plotlines, achieved mainstream success, “--NoveList.",352,"2017-06-06","Simon & Schuster","https://www.amazon.co.uk/Seinfeldia-About-Nothing-Changed-Everything/dp/1476756112/ref=sr_1_1?crid=33U9V1Z5KEMO&keywords=seinfeldia&qid=1691842793&sprefix=Seinfeldia%2Caps%2C92&sr=8-1","2023-08-13 19:40:56"
"jjsc33p4pl7xr53o9l0un8rs","Dune","Frank Herbert",3.5,"2023-07-23","","","0340960191","9780340960196","https://m.media-amazon.com/images/I/71oO1E-XPuL.jpg",,"Before The Matrix, before Star Wars, before Ender's Game and Neuromancer, there was Dune: winner of the prestigious Hugo and Nebula awards, and widely considered one of the greatest science fiction novels ever written. Melange, or 'spice', is the most valuable - and rarest - element in the universe; a drug that does everything from increasing a person's life-span to making intersteller travel possible. And it can only be found on a single planet: the inhospitable desert world Arrakis. Whoever controls Arrakis controls the spice. And whoever controls the spice controls the universe. When the Emperor transfers stewardship of Arrakis from the noble House Harkonnen to House Atreides, the Harkonnens fight back, murdering Duke Leto Atreides. Paul, his son, and Lady Jessica, his concubine, flee into the desert. On the point of death, they are rescued by a band for Fremen, the native people of Arrakis, who control Arrakis' second great resource: the giant worms that burrow beneath the burning desert sands. In order to avenge his father and retake Arrakis from the Harkonnens, Paul must earn the trust of the Fremen and lead a tiny army against the innumerable forces aligned against them. And his journey will change the universe.",592,"2015-07-16","Hodderscape","https://www.amazon.co.uk/Dune-Frank-Herbert/dp/0340960191/ref=sr_1_1?keywords=dune+50th+anniversary+edition&qid=1691842813&sprefix=Dune+50%2Caps%2C65&sr=8-1","2023-08-13 19:41:03"
"aa8gpz1lab3nn5xv1x6sae1h","Killers of the Flower Moon","David Grann",4,"2023-06-08","","","9780857209030","9780857209030","https://m.media-amazon.com/images/I/814hn1Oe44L.jpg","Oil, Money, Murder and the Birth of the FBI","WINNER OF THE EDGAR AWARD FOR BEST FACT CRIME SHORTLISTED FOR THE ANDREW CARNEGIE MEDAL FOR EXCELLENCE IN NON-FICTION SHORTLISTED FOR THE CWA ALCS GOLD DAGGER FOR NON-FICTION **SOON TO BE A MAJOR MOTION PICTURE DIRECTED BY MARTIN SCORSESE STARRING LEONARDO DICAPRIO AND ROBERT DE NIRO** 'A riveting true story of greed, serial murder and racial injustice' JON KRAKAUER 'A fiercely entertaining mystery story and a wrenching exploration of evil' KATE ATKINSON 'A fascinating account of a tragic and forgotten chapter in the history of the American West' JOHN GRISHAM From the bestselling author of The Lost City of Z, now a major film starring Charlie Hunnam, Sienna Miller and Robert Pattison, comes a true-life murder story which became one of the FBI's first major homicide investigations. In the 1920s, the richest people per capita in the world were members of the Osage Indian nation in Oklahoma. After oil was discovered beneath their land, they rode in chauffeured automobiles, built mansions and sent their children to study in Europe. Then, one by one, the Osage began to be killed off. As the death toll climbed, the FBI took up the case. But the bureau badly bungled the investigation. In desperation, its young director, J. Edgar Hoover, turned to a former Texas Ranger named Tom White to unravel the mystery. Together with the Osage he and his undercover team began to expose one of the most chilling conspiracies in American history. 'David Grann has a razor-keen instinct for suspense' LOUISE ERDRICH",352,"2018-04-05","Simon & Schuster UK","https://www.amazon.co.uk/Killers-Flower-Moon-Money-Murder/dp/0857209035/ref=sr_1_1?crid=2PCT27PJQEQBM&keywords=killers+of+the+flower+moon+david+grann&qid=1691842840&sprefix=Killers+of+the+Flower+Moon%2Caps%2C68&sr=8-1","2023-08-13 19:41:08"
"cyk0v2lywq7cjjnwyjt792f9","Exhalation","Ted Chiang",4.5,"2023-05-12","","","1529014492","9781529014495","https://m.media-amazon.com/images/I/81x5PmTufRL.jpg","Stories","THE NEW YORK TIMES BESTSELLERFrom the acclaimed author of Stories of Your Life and Others - the basis for the Academy Award nominated film Arrival - comes a groundbreaking second collection of short fiction: nine stunningly original, provocative, and poignant stories.In 'The Merchant and the Alchemist's Gate', a portal through time forces a fabric-seller in ancient Baghdad to grapple with past mistakes and the temptation of second chances. In the epistolary 'Exhalation', an alien scientist makes a shocking discovery with ramifications not just for his own people, but for all of reality. And in 'The Lifecycle of Software Objects', a woman cares for an artificial intelligence over twenty years, elevating a faddish digital pet into what might be a true living being. Also included are two previously unpublished stories: 'Omphalos' and 'Anxiety Is the Dizziness of Freedom'. In Exhalation, Ted Chiang wrestles with the oldest questions on earth - What is the nature of the universe? What does it mean to be human? - and ones that no one else has even imagined. And, each in its own way, the stories prove that complex and thoughtful science fiction can rise to new heights of beauty, meaning, and compassion.",368,"2020-07-23","Picador","https://www.amazon.co.uk/Exhalation-Ted-Chiang/dp/1529014492/ref=sr_1_1?crid=2M33Y88YW2TTJ&keywords=exhalation+ted+chiang&qid=1691842859&sprefix=Exhalation++Ted+Chiang%2Caps%2C69&sr=8-1","2023-08-13 19:41:13"
"wkn8kkaski0nzv7h6sorn5u7","Under the Black Flag","David Cordingly",2,"2023-03-17","","","081297722X","9780812977226","https://m.media-amazon.com/images/I/71gEhEFI90L.jpg","The Romance and the Reality of Life Among the Pirates","“This is the most authoritative and highly literate account of these pernicious people that I have ever read.”—Patrick O'Brian “[A] wonderfully entertaining history of pirates and piracy . . . a rip-roaring read . . . fascinating and unexpected.”—Men's Journal This rollicking account of the golden age of piracy is packed with vivid history and high seas adventure. David Cordingly, an acclaimed expert on pirates, reveals the spellbinding truth behind the legends of Blackbeard, Captain Kidd, Sir Francis Drake, the fierce female brigands Mary Read and Anne Bonny, and others who rode and robbed upon the world's most dangerous waters. Here, in thrilling detail, are the weapons they used, the ships they sailed, and the ways they fought—and were defeated. Under the Black Flag also charts the paths of fictional pirates such as Captain Hook and Long John Silver. The definitive resource on the subject, this book is as captivating as it is supremely entertaining. Praise for Under the Black Flag “[A] lively history . . . If you've ever been seduced by the myth of the cutlass-wielding pirate, consider David Cordingly's Under the Black Flag.”—USA Today, “Best Bets” “Engagingly told . . . a tale of the power of imaginative literature to re-create the past.”—Los Angeles Times “Entirely engaging and informative . . . a witty and spirited book.”—The Washington Post Book World “Plenty of thrills and adventure to satisfy any reader.”—The Philadelphia Inquirer",336,"2006-05-09","Random House Trade","https://www.amazon.co.uk/Under-Black-Flag-Romance-Reality/dp/081297722X/ref=sr_1_1?crid=4CH3CJO4U5AG&keywords=Under+the+Black+Flag+David+Cordingly&qid=1691842877&sprefix=under+the+black+flag+david+cordingly%2Caps%2C58&sr=8-1","2023-08-13 19:41:19"
"qaxiuzdj8vosg445i2a5mksm","The Complete Jack the Ripper","Donald Rumbelow",3,"2023-02-16","","",,"9780753541500","https://hive.dmmserver.com/media/640/97807535/9780753541500.jpg",,"“First published in the UK in 1975 by WH Allen“--T.p. verso.",400,"2013-05-02","Ebury Publishing","https://www.hive.co.uk/Product/Donald-Rumbelow/Complete-Jack-The-Ripper/14749971","2023-08-13 19:41:21"
"dton0a0xese34ff4ddeo6vtc","Suspicious Minds","Rob Brotherton",2,"2022-12-29","","","9781472915634","9781472915634","https://m.media-amazon.com/images/I/71HdVDP3gpL.jpg","Why We Believe Conspiracy Theories","Suspicious Minds decodes the psychology of why we all believe in conspiracy theories--some of us just hide it better than others.",304,"2016-08-25","Bloomsbury Sigma","https://www.amazon.co.uk/Suspicious-Minds-Believe-Conspiracy-Theories/dp/1472915631/ref=sr_1_1?crid=3EUY9A5FEIW7K&keywords=Suspicious+Minds&qid=1691754751&s=books&sprefix=suspicious+minds%2Cstripbooks%2C130&sr=1-1","2023-08-13 19:41:27"
"ze3ajp63bsgyli1tmf9i8t5b","The War of the World","Niall Ferguson",5,"2022-09-17","","","0141013826","9780141013824","https://m.media-amazon.com/images/I/81RbXpnGL2L.jpg","History's Age of Hatred","The world at the beginning of the 20th century seemed for most of its inhabitants stable and relatively benign. Globalizing, booming economies married to technological breakthroughs seemed to promise a better world for most people. Instead, the 20th century proved to be overwhelmingly the most violent, frightening and brutalized in history with fanatical, often genocidal warfare engulfing most societies between the outbreak of the First World War and the end of the Cold War. What went wrong? How did we do this to ourselves? The War of the World comes up with compelling, fascinating answers. It is Niall Ferguson's masterpiece.",816,"2009-03-26","Penguin","https://www.amazon.co.uk/War-World-Historys-Age-Hatred/dp/0141013826/ref=sr_1_1?crid=1QG9L7JSWWBRV&keywords=the+war+of+the+world+niall+ferguson&qid=1691754922&s=books&sprefix=The+War+of+the+World+nia%2Cstripbooks%2C67&sr=1-1","2023-08-13 19:41:32"
"kuwnnfotq4qafa2ixfubezp1","All of the Marvels","Douglas Wolk",3,"2022-08-30","","","1788169298","9781788169295","https://m.media-amazon.com/images/I/911Nyaw7+2L.jpg","Mutants, Monsters, Monarchs, Mystery, the Beginning and End of the Universe and 27,000 Superhero Comic Books",,384,"2022-07-07","Profile Books","https://www.amazon.co.uk/All-Marvels-Monsters-Beginning-Superhero/dp/1788169298/ref=sr_1_1?crid=1ZKYFVOCPEWTY&keywords=All+of+the+Marvels&qid=1691755033&s=books&sprefix=all+of+the+marvels%2Cstripbooks%2C61&sr=1-1","2023-08-13 19:41:38"
"ljfa5bvivy994ml9otn7ydw3","Lord of the Flies","William Golding",2.5,"2022-08-24","","",,"9780571295715","https://hive.dmmserver.com/media/640/97805712/9780571295715.jpg",,"A new educational edition, fully revised and updated with new material, and featuring artwork by the winner of the Faber/Guardian illustration competition.",368,"2012-09-20","Faber & Faber","https://www.hive.co.uk/Product/William-Golding/Lord-of-the-Flies--New-Educational-Edition/11734052","2023-08-13 19:41:40"
"wmnldy844n4xvfs2wuwfhcmx","Modern Classics the Outsider","Albert Camus",4,"2022-07-25","","","9780141198064","9780141198064","https://m.media-amazon.com/images/I/71HhB-JT8xL.jpg",,"'My mother died today. Or maybe yesterday, I don't know.' In The Outsider (1942), his classic existentialist novel, Camus explores the alienation of an individual who refuses to conform to social norms. Meursault, his anti-hero, will not lie. When his mother dies, he refuses to show his emotions simply to satisfy the expectations of others. And when he commits a random act of violence on a sun-drenched beach near Algiers, his lack of remorse compounds his guilt in the eyes of society and the law. Yet he is as much a victim as a criminal. Albert Camus' portrayal of a man confronting the absurd, and revolting against the injustice of society, depicts the paradox of man's joy in life when faced with the 'tender indifference' of the world. Sandra Smith's translation, based on close listening to a recording of Camus reading his work aloud on French radio in 1954, sensitively renders the subtleties and dream-like atmosphere of L'Étranger. Albert Camus (1913-1960), French novelist, essayist and playwright, is one of the most influential thinkers of the 20th century. His most famous works include The Myth of Sisyphus (1942), The Plague (1947), The Just (1949), The Rebel (1951) and The Fall (1956). He was awarded the Nobel Prize for Literature in 1957, and his last novel, The First Man, unfinished at the time of his death, appeared in print for the first time in 1994, and was published in English soon after by Hamish Hamilton. Sandra Smith was born and raised in New York City and is a Fellow of Robinson College, University of Cambridge, where she teaches French Literature and Language. She has won the French American Foundation Florence Gould Foundation Translation Prize, as well as the PEN Book-of-the-Month Club Translation Prize.",128,"2013-10-31","Penguin Classics","https://www.amazon.co.uk/Outsider-Penguin-Modern-Classics/dp/0141198060/ref=sr_1_1?crid=1H0TSJGFAQ4NK&keywords=the+outsider&qid=1691877721&s=books&sprefix=the+outsider%2Cstripbooks%2C73&sr=1-1","2023-08-13 19:41:46"
"vorccp1x0oprwmgf8sh7zvh8","Slaughterhouse 5","Kurt Vonnegut",2,"2022-08-15","","","0099800209","9780099800200","https://m.media-amazon.com/images/I/81H8EJBf9hL.jpg",,"Prisoner of war, optometrist, time-traveller these are the life roles of Billy Pilgrim, hero of this miraculously moving, bitter and funny story of innocence faced with apocalypse. Slaughterhouse 5is one of the world's great anti-war books. Centr",192,"1991-03-21","Vintage Classics","https://www.amazon.co.uk/Slaughterhouse-Childrens-Crusade-Duty-dance-Death/dp/0099800209/ref=sr_1_1?crid=2ILK9I3S1S17M&keywords=slaughterhouse+5+kurt+vonnegut&qid=1691877451&s=books&sprefix=Slaughterhouse+5+%2Cstripbooks%2C56&sr=1-1","2023-08-13 19:41:51"
"xt0uzip9gxhkbp4j31tu17ac","Coders","Clive Thompson",3,"2022-06-01","","","1529019001","9781529019001","https://m.media-amazon.com/images/I/81zKXipwXqL.jpg","Who They Are, What They Think and How They Are Changing Our World","Masterful . . . [Thompson] illuminates both the fascinating coders and the bewildering technological forces that are transforming the world in which we live.' David Grann, author of The Lost City of ZFacebook's algorithms shaping the news. Uber's cars flocking the streets. Revolution on Twitter and romance on Tinder. We live in a world constructed of computer code. Coders - software programmers - are the people who built it for us. And yet their worlds and minds are little known to outsiders. In Coders, Wired columnist Clive Thompson presents a brilliantly original anthropological reckoning with the most influential tribe in today's world, interrogating who they are, how they think, what they value, what qualifies as greatness in their world, and what should give us pause.One of the most prominent journalists writing on technology today, Clive Thompson takes us into the minds of coders, the most quietly influential people on the planet, in a journey into the heart of the machine - and the men and women who made it.",448,"2020-03-05","Picador","https://www.amazon.co.uk/Coders-They-Think-Changing-World/dp/1529019001/ref=sr_1_1?crid=11BB6IYAUKA78&keywords=coders&qid=1691877568&s=books&sprefix=coders%2Cstripbooks%2C64&sr=1-1","2023-08-13 19:41:56"
"sngzcec9b3fms39m7c9nszcc","The Three-Body Problem","Cixin Liu",4.5,"2022-02-10","","","178497157X","9781784971571","https://m.media-amazon.com/images/I/81RPXlW8PfL.jpg",,"1967: Ye Wenjie witnesses Red Guards beat her father to death during China's Cultural Revolution. This singular event will shape not only the rest of her life but also the future of mankind. Four decades later, Beijing police ask nanotech engineer Wang Miao to infiltrate a secretive cabal of scientists after a spate of inexplicable suicides. Wang's investigation will lead him to a mysterious online game and immerse him in a virtual world ruled by the intractable and unpredicatable interaction of its three suns. This is the Three-Body Problem and it is the key to everything: the key to the scientists' deaths, the key to a conspiracy that spans light-years and the key to the extinction-level threat humanity now faces.",448,"2015-12-03","Head of Zeus","https://www.amazon.co.uk/Three-Body-Problem-Cixin-Liu/dp/178497157X/ref=sr_1_1?crid=2FOJVO7PK1X2G&keywords=the+three-body+problem&qid=1691878573&s=books&sprefix=The+Three-Body+Problem%2Cstripbooks%2C137&sr=1-1","2023-08-13 19:42:01"
